002537600125355;002537600125362
511251218127530;511251218127536
541791640328252;541791640328259
240354392154166;240354392154170
651254846543765;651254846543769
626694813760822;626694813760826
773010325056910;773010325056916
515888179951007;515888179951011
932129269758359;932129269758364
028789622725973;028789622725979
517516144696137;517516144696142
587858492085462;587858492085467
059703286184023;059703286184030
653060512615741;653060512615747
511094445215383;511094445215388
024456740292452;024456740292457
572596487779626;572596487779632
653543190336648;653543190336652
769861735272732;769861735272736
510809473068318;510809473068322
793501317817942;793501317817948
636827324556074;636827324556080
775821530394270;775821530394277
025143293856882;025143293856889
546599954189339;546599954189344
631613912836122;631613912836126
576184967401627;576184967401634
773176850567819;773176850567824
639308796930522;639308796930526
761610861145916;761610861145922
636189063129409;636189063129414
626034990216993;626034990216998
002752095185082;002752095185087
021422333886575;021422333886580
509867780769106;509867780769110
028242525539791;028242525539798
055510255839624;055510255839631
546528930228997;546528930229002
546539946126110;546539946126116
541052738185453;541052738185458
037387092065791;037387092065797
088589368085204;088589368085209
501918459466950;501918459466956
008263909603842;008263909603848
511719065508320;511719065508324
627012680424166;627012680424170
798038734873533;798038734873537
636175929899618;636175929899622
055047397409940;055047397409947
766328452850355;766328452850359
508236626716925;508236626716930
631285165548982;631285165548988
025500130301938;025500130301943
769375477504143;769375477504149
510673265868165;510673265868172
588692677816589;588692677816593
058007919932788;058007919932792
546479049414256;546479049414262
541497753098235;541497753098242
934137204924636;934137204924643
002524808048087;002524808048093
026630253737433;026630253737440
055144192169610;055144192169615
509219722564717;509219722564722
541427345705448;541427345705453
024358112410405;024358112410410
772184196296287;772184196296292
947879549859108;947879549859113
542967716660747;542967716660752
021704292193141;021704292193147
037360905446031;037360905446038
775465243101796;775465243101801
059247609348479;059247609348484
501211018198998;501211018199002
021356892877214;021356892877219
631684687636520;631684687636524
768540509419407;768540509419413
055125316938096;055125316938102
769528599352979;769528599352985
081798609257515;081798609257520
776554619108630;776554619108637
510000342722991;510000342722995
024452342427622;024452342427629
680536622982776;680536622982783
059173993053810;059173993053816
636895014170288;636895014170294
510670022424213;510670022424218
509038122545476;509038122545482
542773353583591;542773353583597
095001745558256;095001745558262
055262861560889;055262861560893
761525021089237;761525021089242
024715017347727;024715017347733
085113004494683;085113004494687
028846337259148;028846337259153
631685617226224;631685617226230
230793362683574;230793362683578
511766501258164;511766501258169
021206006566170;021206006566176
024356953467487;024356953467491
652653119934160;652653119934167
540928701844898;540928701844905
631965235273994;631965235274001
772170758177551;772170758177555
024348334362787;024348334362794
541053876962721;541053876962728
588699547001554;588699547001558
798366597593580;798366597593584
021855228061077;021855228061083
056659016537359;056659016537364
775816099455637;775816099455641
541053316612764;541053316612769
624246360260971;624246360260977
511094223897203;511094223897210
004541156543182;004541156543187
258241623072592;258241623072596
546586843468740;546586843468746
761537385627942;761537385627947
541422161290674;541422161290681
090618763688677;090618763688683
627282288304096;627282288304100
762379193530347;762379193530354
515542441108677;515542441108681
588500666062685;588500666062689
546983492664844;546983492664849
510127316493274;510127316493281
511741521443646;511741521443650
627209687733139;627209687733144
773950025740026;773950025740031
056627493667942;056627493667949
515542558209186;515542558209192
024710800164146;024710800164151
058825810068042;058825810068049
628267456996083;628267456996088
058001876404243;058001876404249
775725726701724;775725726701728
680570293603392;680570293603396
542702187439060;542702187439067
005126190063341;005126190063348
515353863075435;515353863075442
025996317630545;025996317630549
546585812385032;546585812385036
024469004368024;024469004368029
798349954250160;798349954250167
934544456957412;934544456957419
790215627550207;790215627550214
769822623758020;769822623758026
055212371862278;055212371862284
587465321794941;587465321794947
626630124134074;626630124134081
935959413839458;935959413839463
058068002062314;058068002062321
052417483605142;052417483605147
541039603028556;541039603028561
626634959907963;626634959907970
517035270811778;517035270811784
784704862000650;784704862000655
766469946521075;766469946521079
627502572021551;627502572021556
927827870279372;927827870279378
517318031638502;517318031638507
002537617022051;002537617022055
025928160248979;025928160248984
627255575890367;627255575890371
510079920963002;510079920963009
790299453276433;790299453276440
059220996893732;059220996893739
515538590301272;515538590301278
501188876112780;501188876112784
024567566166355;024567566166362
024488620000123;024488620000129
055047308273996;055047308274001
545991947071724;545991947071730
626321417640236;626321417640240
028738047364598;028738047364604
773049522344022;773049522344026
024472659516633;024472659516640
024451222263748;024451222263752
587338489541128;587338489541134
587858117388282;587858117388288
772550843480820;772550843480826
024462026315419;024462026315425
005170337130621;005170337130628
024344566668180;024344566668186
704122295492322;704122295492329
