,Memory usage,Prefix-BF,Prefix-QF
0,92754,0.545319,
1,185419,0.298407,
2,278084,0.162115,
3,370751,0.0866478,
4,463418,0.0482943,
5,556079,0.0258223,
6,648747,0.0136612,
7,741409,0.00700063,
8,834077,0.00413037,
9,926744,0.0021902,
10,1019410,0.0011501,
11,1112070,0.000710064,
12,1204738,0.000420038,
13,1297404,0.000190017,
14,1390070,0.000130012,
15,1482734,7.00063e-05,
16,1575399,6.00054e-05,
17,1668064,4.00036e-05,
18,1760733,3.00027e-05,
19,1853395,1.00009e-05,
20,1946062,0.0,
21,2038727,0.0,
22,2131389,0.0,
23,2224052,0.0,
24,2316723,0.0,
25,524288,,0.268814
26,655360,,0.146173
27,786432,,0.0771569
28,917504,,0.0393835
29,1048576,,0.0195018
30,1179648,,0.00984089
31,1310720,,0.00510046
32,1441792,,0.00248022
33,1572864,,0.00120011
34,1703936,,0.000680061
35,1835008,,0.000350032
36,1966080,,0.000180016
