,Memory usage,FPR Prefix-BF,Multi-Prefix-BF (p=0.0),Multi-Prefix-BF (p=0.3),Multi-Prefix-BF (p=0.5),Multi-Prefix-BF (p=0.7)
0,90539,0.457159,,,,0.457159
1,181001,0.116062,,,,0.116062
2,271463,0.0391608,,,,0.0391608
3,361927,0.0137203,,,,0.0137203
4,452388,0.00460009,,,,0.00460009
5,542848,0.00182004,,,,0.00182004
6,633311,0.000570011,,,,0.000570011
7,723774,0.000230005,,,,0.000230005
8,814236,9.00018e-05,,,,9.00018e-05
9,904696,5.0001e-05,,,,5.0001e-05
10,995158,0.0,,,,0.0
11,1085622,0.0,,,,0.0
12,1176083,0.0,,,,0.0
13,1266549,1.00002e-05,,,,1.00002e-05
14,1357008,0.0,,,,0.0
15,1447472,0.0,,,,0.0
16,1537932,0.0,,,,0.0
17,1628396,0.0,,,,0.0
18,1718857,0.0,,,,0.0
19,1809317,0.0,,,,0.0
20,1899781,0.0,,,,0.0
21,1990243,0.0,,,,0.0
22,2080704,0.0,,,,0.0
23,2171166,0.0,,,,0.0
24,2261629,0.0,,,,0.0
25,125077,,0.180384,,,
26,250074,,0.0293206,,,
27,375078,,0.00458009,,,
28,500076,,0.000680014,,,
29,625075,,0.000140003,,,
30,750075,,4.00008e-05,,,
31,875075,,2.00004e-05,,,
32,1000072,,1.00002e-05,,,
33,1125077,,1.00002e-05,,,
34,1250074,,0.0,,,
35,1375076,,0.0,,,
36,1500075,,0.0,,,
37,1625073,,0.0,,,
38,1750078,,0.0,,,
39,1875074,,0.0,,,
40,2000074,,0.0,,,
41,2125074,,0.0,,,
42,2250076,,0.0,,,
43,2375075,,0.0,,,
44,2500075,,0.0,,,
45,2625073,,0.0,,,
46,2750076,,0.0,,,
47,2875073,,0.0,,,
48,3000075,,0.0,,,
49,3125075,,0.0,,,
50,110274,,,0.267315,,
51,220472,,,0.049071,,
52,330670,,,0.0111002,,
53,440868,,,0.00241005,,
54,551065,,,0.000560011,,
55,661264,,,0.000190004,,
56,771462,,,2.00004e-05,,
57,881659,,,2.00004e-05,,
58,991854,,,0.0,,
59,1102055,,,0.0,,
60,1212255,,,0.0,,
61,1322454,,,0.0,,
62,1432650,,,0.0,,
63,1542849,,,0.0,,
64,1653046,,,0.0,,
65,1763244,,,0.0,,
66,1873443,,,0.0,,
67,1983641,,,0.0,,
68,2093838,,,0.0,,
69,2204035,,,0.0,,
70,2314235,,,0.0,,
71,2424434,,,0.0,,
72,2534634,,,0.0,,
73,2644829,,,0.0,,
74,2755029,,,0.0,,
75,100407,,,,0.348347,
76,200736,,,,0.0735615,
77,301065,,,,0.0228805,
78,401397,,,,0.00565011,
79,501728,,,,0.00158003,
80,602057,,,,0.000540011,
81,702387,,,,0.000110002,
82,802717,,,,6.00012e-05,
83,903045,,,,2.00004e-05,
84,1003377,,,,1.00002e-05,
85,1103706,,,,1.00002e-05,
86,1204039,,,,0.0,
87,1304368,,,,1.00002e-05,
88,1404698,,,,0.0,
89,1505029,,,,0.0,
90,1605357,,,,0.0,
91,1705686,,,,1.00002e-05,
92,1806019,,,,0.0,
93,1906347,,,,0.0,
94,2006677,,,,0.0,
95,2107007,,,,0.0,
96,2207338,,,,0.0,
97,2307669,,,,0.0,
98,2407999,,,,0.0,
99,2508327,,,,0.0,
