,Memory usage,FPR Prefix-BF,Multi-Prefix-BF (p=0.0),Multi-Prefix-BF (p=0.3),Multi-Prefix-BF (p=0.5),Multi-Prefix-BF (p=0.7)
0,57344,0.24483,,,,0.24483
1,114613,0.0618367,,,,0.0618367
2,171881,0.0162209,,,,0.0162209
3,229147,0.00385651,,,,0.00385651
4,286417,0.00110396,,,,0.00110396
5,343683,0.000161915,,,,0.000161915
6,400951,0.000132476,,,,0.000132476
7,458219,4.41586e-05,,,,4.41586e-05
8,515487,0.0,,,,0.0
9,572756,0.0,,,,0.0
10,630022,0.0,,,,0.0
11,687290,0.0,,,,0.0
12,744556,0.0,,,,0.0
13,801823,0.0,,,,0.0
14,859091,0.0,,,,0.0
15,916359,0.0,,,,0.0
16,973630,0.0,,,,0.0
17,1030896,0.0,,,,0.0
18,1088164,0.0,,,,0.0
19,1145432,0.0,,,,0.0
20,1202699,0.0,,,,0.0
21,1259966,0.0,,,,0.0
22,1317232,0.0,,,,0.0
23,1374502,0.0,,,,0.0
24,1431769,0.0,,,,0.0
25,125078,,0.052269,,,
26,250077,,0.00272311,,,
27,375078,,0.000132476,,,
28,500076,,0.0,,,
29,625078,,0.0,,,
30,750078,,0.0,,,
31,875079,,0.0,,,
32,1000079,,0.0,,,
33,1125074,,0.0,,,
34,1250078,,0.0,,,
35,1375077,,0.0,,,
36,1500081,,0.0,,,
37,1625075,,0.0,,,
38,1750077,,0.0,,,
39,1875079,,0.0,,,
40,2000077,,0.0,,,
41,2125075,,0.0,,,
42,2250078,,0.0,,,
43,2375077,,0.0,,,
44,2500078,,0.0,,,
45,2625080,,0.0,,,
46,2750077,,0.0,,,
47,2875077,,0.0,,,
48,3000078,,0.0,,,
49,3125081,,0.0,,,
50,96051,,,0.100711,,
51,192020,,,0.0102889,,
52,287995,,,0.00107452,,
53,383961,,,0.000132476,,
54,479937,,,2.9439e-05,,
55,575909,,,0.0,,
56,671882,,,0.0,,
57,767850,,,0.0,,
58,863824,,,0.0,,
59,959796,,,0.0,,
60,1055768,,,0.0,,
61,1151739,,,0.0,,
62,1247710,,,0.0,,
63,1343683,,,0.0,,
64,1439656,,,0.0,,
65,1535628,,,0.0,,
66,1631599,,,0.0,,
67,1727571,,,0.0,,
68,1823543,,,0.0,,
69,1919515,,,0.0,,
70,2015487,,,0.0,,
71,2111457,,,0.0,,
72,2207431,,,0.0,,
73,2303402,,,0.0,,
74,2399375,,,0.0,,
75,76697,,,,0.159589,
76,153316,,,,0.0252145,
77,229941,,,,0.00446001,
78,306555,,,,0.000500464,
79,383176,,,,0.000117756,
80,459798,,,,4.41586e-05,
81,536418,,,,0.0,
82,613038,,,,0.0,
83,689658,,,,0.0,
84,766274,,,,0.0,
85,842896,,,,0.0,
86,919514,,,,0.0,
87,996137,,,,0.0,
88,1072755,,,,0.0,
89,1149372,,,,0.0,
90,1225995,,,,0.0,
91,1302612,,,,0.0,
92,1379234,,,,0.0,
93,1455855,,,,0.0,
94,1532473,,,,0.0,
95,1609094,,,,0.0,
96,1685713,,,,0.0,
97,1762332,,,,0.0,
98,1838953,,,,0.0,
99,1915570,,,,0.0,
