,Memory usage,FPR Prefix-BF,Multi-Prefix-BF (p=0.0),Multi-Prefix-BF (p=0.3),Multi-Prefix-BF (p=0.5),Multi-Prefix-BF (p=0.7)
0,80772,0.0250505,,,,0.0250505
1,161472,0.000470009,,,,0.000470009
2,242166,5.0001e-05,,,,5.0001e-05
3,322865,0.0,,,,0.0
4,403561,0.0,,,,0.0
5,484260,0.0,,,,0.0
6,564954,0.0,,,,0.0
7,645654,0.0,,,,0.0
8,726349,0.0,,,,0.0
9,807044,0.0,,,,0.0
10,887743,0.0,,,,0.0
11,968439,0.0,,,,0.0
12,1049136,0.0,,,,0.0
13,1129836,0.0,,,,0.0
14,1210531,0.0,,,,0.0
15,1291227,0.0,,,,0.0
16,1371925,0.0,,,,0.0
17,1452624,0.0,,,,0.0
18,1533319,0.0,,,,0.0
19,1614015,0.0,,,,0.0
20,1694713,0.0,,,,0.0
21,1775408,0.0,,,,0.0
22,1856108,0.0,,,,0.0
23,1936802,0.0,,,,0.0
24,2017502,0.0,,,,0.0
25,125076,,0.0117102,,,
26,250076,,0.000100002,,,
27,375080,,0.0,,,
28,500079,,0.0,,,
29,625079,,0.0,,,
30,750078,,0.0,,,
31,875079,,0.0,,,
32,1000077,,0.0,,,
33,1125075,,0.0,,,
34,1250079,,0.0,,,
35,1375078,,0.0,,,
36,1500079,,0.0,,,
37,1625078,,0.0,,,
38,1750077,,0.0,,,
39,1875078,,0.0,,,
40,2000078,,0.0,,,
41,2125080,,0.0,,,
42,2250079,,0.0,,,
43,2375076,,0.0,,,
44,2500077,,0.0,,,
45,2625078,,0.0,,,
46,2750080,,0.0,,,
47,2875075,,0.0,,,
48,3000077,,0.0,,,
49,3125076,,0.0,,,
50,106092,,,0.0171803,,
51,212103,,,0.000250005,,
52,318117,,,3.00006e-05,,
53,424128,,,0.0,,
54,530144,,,0.0,,
55,636156,,,0.0,,
56,742168,,,0.0,,
57,848181,,,0.0,,
58,954194,,,0.0,,
59,1060207,,,0.0,,
60,1166221,,,0.0,,
61,1272232,,,0.0,,
62,1378246,,,0.0,,
63,1484260,,,0.0,,
64,1590274,,,0.0,,
65,1696286,,,0.0,,
66,1802299,,,0.0,,
67,1908310,,,0.0,,
68,2014324,,,0.0,,
69,2120336,,,0.0,,
70,2226351,,,0.0,,
71,2332364,,,0.0,,
72,2438376,,,0.0,,
73,2544388,,,0.0,,
74,2650399,,,0.0,,
75,93431,,,,0.0215304,
76,186788,,,,0.000310006,
77,280144,,,,0.0,
78,373498,,,,1.00002e-05,
79,466851,,,,0.0,
80,560207,,,,0.0,
81,653560,,,,0.0,
82,746916,,,,0.0,
83,840271,,,,0.0,
84,933628,,,,0.0,
85,1026981,,,,0.0,
86,1120337,,,,0.0,
87,1213692,,,,0.0,
88,1307044,,,,0.0,
89,1400403,,,,0.0,
90,1493756,,,,0.0,
91,1587112,,,,0.0,
92,1680466,,,,0.0,
93,1773822,,,,0.0,
94,1867178,,,,0.0,
95,1960530,,,,0.0,
96,2053887,,,,0.0,
97,2147243,,,,0.0,
98,2240597,,,,0.0,
99,2333950,,,,0.0,
