,Memory usage,FPR Prefix-BF,Multi-Prefix-BF (p=0.0),Multi-Prefix-BF (p=0.3),Multi-Prefix-BF (p=0.5),Multi-Prefix-BF (p=0.7)
0,90539,0.309563,,,,0.309563
1,181001,0.0732015,,,,0.0732015
2,271463,0.0227298,,,,0.0227298
3,361927,0.00770331,,,,0.00770331
4,452388,0.00330142,,,,0.00330142
5,542848,0.00154066,,,,0.00154066
6,633311,0.000820353,,,,0.000820353
7,723774,0.000410176,,,,0.000410176
8,814236,0.000190082,,,,0.000190082
9,904696,0.000190082,,,,0.000190082
10,995158,0.000150065,,,,0.000150065
11,1085622,0.000100043,,,,0.000100043
12,1176083,6.00258e-05,,,,6.00258e-05
13,1266549,2.00086e-05,,,,2.00086e-05
14,1357008,1.00043e-05,,,,1.00043e-05
15,1447472,2.00086e-05,,,,2.00086e-05
16,1537932,1.00043e-05,,,,1.00043e-05
17,1628396,0.0,,,,0.0
18,1718857,0.0,,,,0.0
19,1809317,0.0,,,,0.0
20,1899781,0.0,,,,0.0
21,1990243,0.0,,,,0.0
22,2080704,0.0,,,,0.0
23,2171166,0.0,,,,0.0
24,2261629,0.0,,,,0.0
25,125077,,0.216303,,,
26,250074,,0.0458897,,,
27,375078,,0.0115049,,,
28,500076,,0.00403173,,,
29,625075,,0.00179077,,,
30,750075,,0.000690297,,,
31,875075,,0.000470202,,,
32,1000072,,0.000230099,,,
33,1125077,,0.000100043,,,
34,1250074,,9.00387e-05,,,
35,1375076,,3.00129e-05,,,
36,1500075,,0.0,,,
37,1625073,,4.00172e-05,,,
38,1750078,,1.00043e-05,,,
39,1875074,,1.00043e-05,,,
40,2000074,,1.00043e-05,,,
41,2125074,,0.0,,,
42,2250076,,1.00043e-05,,,
43,2375075,,1.00043e-05,,,
44,2500075,,0.0,,,
45,2625073,,0.0,,,
46,2750076,,0.0,,,
47,2875073,,0.0,,,
48,3000075,,0.0,,,
49,3125075,,0.0,,,
50,110274,,,0.249527,,
51,220472,,,0.0551737,,
52,330670,,,0.0150865,,
53,440868,,,0.00548236,,
54,551065,,,0.00189081,,
55,661264,,,0.00102044,,
56,771462,,,0.000440189,,
57,881659,,,0.000310133,,
58,991854,,,0.000170073,,
59,1102055,,,0.000110047,,
60,1212255,,,8.00344e-05,,
61,1322454,,,6.00258e-05,,
62,1432650,,,4.00172e-05,,
63,1542849,,,3.00129e-05,,
64,1653046,,,1.00043e-05,,
65,1763244,,,0.0,,
66,1873443,,,1.00043e-05,,
67,1983641,,,0.0,,
68,2093838,,,1.00043e-05,,
69,2204035,,,0.0,,
70,2314235,,,0.0,,
71,2424434,,,0.0,,
72,2534634,,,0.0,,
73,2644829,,,0.0,,
74,2755029,,,0.0,,
75,100407,,,,0.275328,
76,200736,,,,0.0630071,
77,301065,,,,0.018718,
78,401397,,,,0.00622268,
79,501728,,,,0.00249107,
80,602057,,,,0.00121052,
81,702387,,,,0.000700301,
82,802717,,,,0.000370159,
83,903045,,,,0.000290125,
84,1003377,,,,0.00014006,
85,1103706,,,,8.00344e-05,
86,1204039,,,,2.00086e-05,
87,1304368,,,,3.00129e-05,
88,1404698,,,,1.00043e-05,
89,1505029,,,,2.00086e-05,
90,1605357,,,,3.00129e-05,
91,1705686,,,,0.0,
92,1806019,,,,0.0,
93,1906347,,,,1.00043e-05,
94,2006677,,,,0.0,
95,2107007,,,,1.00043e-05,
96,2207338,,,,0.0,
97,2307669,,,,0.0,
98,2407999,,,,0.0,
99,2508327,,,,0.0,
