,Memory usage,FPR Prefix-BF,Multi-Prefix-BF (p=0.0),Multi-Prefix-BF (p=0.3),Multi-Prefix-BF (p=0.5),Multi-Prefix-BF (p=0.7)
0,92754,0.633504,,,,0.633504
1,185419,0.392146,,,,0.392146
2,278084,0.240718,,,,0.240718
3,370751,0.151218,,,,0.151218
4,463418,0.0909387,,,,0.0909387
5,556079,0.0583991,,,,0.0583991
6,648747,0.036699,,,,0.036699
7,741409,0.0220152,,,,0.0220152
8,834077,0.0146208,,,,0.0146208
9,926744,0.00881238,,,,0.00881238
10,1019410,0.00583991,,,,0.00583991
11,1112070,0.00371821,,,,0.00371821
12,1204738,0.00237378,,,,0.00237378
13,1297404,0.00129192,,,,0.00129192
14,1390070,0.000934805,,,,0.000934805
15,1482734,0.000535675,,,,0.000535675
16,1575399,0.000430641,,,,0.000430641
17,1668064,0.000273089,,,,0.000273089
18,1760733,0.000136545,,,,0.000136545
19,1853395,0.000126041,,,,0.000126041
20,1946062,4.20137e-05,,,,4.20137e-05
21,2038727,4.20137e-05,,,,4.20137e-05
22,2131389,1.05034e-05,,,,1.05034e-05
23,2224052,0.0,,,,0.0
24,2316723,1.05034e-05,,,,1.05034e-05
25,125089,,0.48174,,,
26,250090,,0.231349,,,
27,375091,,0.110381,,,
28,500089,,0.0531789,,,
29,625088,,0.0268363,,,
30,750091,,0.0117533,,,
31,875089,,0.00617602,,,
32,1000090,,0.00299348,,,
33,1125091,,0.00117638,,,
34,1250089,,0.000661716,,,
35,1375093,,0.000283593,,,
36,1500089,,8.40274e-05,,,
37,1625090,,0.000105034,,,
38,1750088,,3.15103e-05,,,
39,1875089,,1.05034e-05,,,
40,2000091,,0.0,,,
41,2125090,,0.0,,,
42,2250089,,0.0,,,
43,2375091,,0.0,,,
44,2500090,,0.0,,,
45,2625089,,0.0,,,
46,2750092,,0.0,,,
47,2875091,,0.0,,,
48,3000092,,0.0,,,
49,3125088,,0.0,,,
50,111232,,,0.537639,,
51,222373,,,0.287468,,
52,333516,,,0.153003,,
53,444660,,,0.081265,,
54,555803,,,0.0436207,,
55,666945,,,0.0236852,,
56,778085,,,0.0129297,,
57,889229,,,0.00654364,,
58,1000371,,,0.00384426,,
59,1111512,,,0.00178558,,
60,1222650,,,0.00102934,,
61,1333798,,,0.000514668,,
62,1444939,,,0.00039913,,
63,1556081,,,0.000168055,,
64,1667227,,,0.000136545,,
65,1778365,,,1.05034e-05,,
66,1889508,,,0.0,,
67,2000650,,,0.0,,
68,2111795,,,1.05034e-05,,
69,2222934,,,0.0,,
70,2334077,,,0.0,,
71,2445219,,,0.0,,
72,2556364,,,1.05034e-05,,
73,2667504,,,0.0,,
74,2778649,,,0.0,,
75,101992,,,,0.580504,
76,203894,,,,0.338536,
77,305800,,,,0.193589,
78,407701,,,,0.11017,
79,509608,,,,0.0651633,
80,611512,,,,0.0360163,
81,713416,,,,0.0215951,
82,815318,,,,0.0125726,
83,917223,,,,0.00720535,
84,1019125,,,,0.00415936,
85,1121032,,,,0.00239478,
86,1222936,,,,0.00143897,
87,1324837,,,,0.000819267,
88,1426740,,,,0.000525171,
89,1528644,,,,0.000273089,
90,1630548,,,,0.000157551,
91,1732453,,,,0.000105034,
92,1834357,,,,7.3524e-05,
93,1936261,,,,7.3524e-05,
94,2038162,,,,1.05034e-05,
95,2140068,,,,0.0,
96,2241973,,,,1.05034e-05,
97,2343878,,,,1.05034e-05,
98,2445780,,,,0.0,
99,2547684,,,,0.0,
