,Memory usage,FPR Prefix-BF,Multi-Prefix-BF (p=0.0),Multi-Prefix-BF (p=0.3),Multi-Prefix-BF (p=0.5),Multi-Prefix-BF (p=0.7)
0,80772,0.482589,,,,0.482589
1,161472,0.259901,,,,0.259901
2,242166,0.137828,,,,0.137828
3,322865,0.0755664,,,,0.0755664
4,403561,0.0419247,,,,0.0419247
5,484260,0.0234382,,,,0.0234382
6,564954,0.0131646,,,,0.0131646
7,645654,0.0074226,,,,0.0074226
8,726349,0.00395138,,,,0.00395138
9,807044,0.0022908,,,,0.0022908
10,887743,0.00127044,,,,0.00127044
11,968439,0.000700245,,,,0.000700245
12,1049136,0.00037013,,,,0.00037013
13,1129836,0.000310109,,,,0.000310109
14,1210531,0.000110039,,,,0.000110039
15,1291227,0.000120042,,,,0.000120042
16,1371925,6.0021e-05,,,,6.0021e-05
17,1452624,5.00175e-05,,,,5.00175e-05
18,1533319,1.00035e-05,,,,1.00035e-05
19,1614015,1.00035e-05,,,,1.00035e-05
20,1694713,0.0,,,,0.0
21,1775408,0.0,,,,0.0
22,1856108,0.0,,,,0.0
23,1936802,0.0,,,,0.0
24,2017502,0.0,,,,0.0
25,125076,,0.287641,,,
26,250076,,0.0902416,,,
27,375080,,0.0287701,,,
28,500079,,0.00864303,,,
29,625079,,0.002871,,,
30,750078,,0.00112039,,,
31,875079,,0.000350123,,,
32,1000077,,0.000110039,,,
33,1125075,,3.00105e-05,,,
34,1250079,,0.0,,,
35,1375078,,0.0,,,
36,1500079,,0.0,,,
37,1625078,,0.0,,,
38,1750077,,0.0,,,
39,1875078,,0.0,,,
40,2000078,,0.0,,,
41,2125080,,0.0,,,
42,2250079,,0.0,,,
43,2375076,,0.0,,,
44,2500077,,0.0,,,
45,2625078,,0.0,,,
46,2750080,,0.0,,,
47,2875075,,0.0,,,
48,3000077,,0.0,,,
49,3125076,,0.0,,,
50,106092,,,0.360336,,
51,212103,,,0.140419,,
52,318117,,,0.0563897,,
53,424128,,,0.0222878,,
54,530144,,,0.00920322,,
55,636156,,,0.00352123,,
56,742168,,,0.00157055,,
57,848181,,,0.000590207,,
58,954194,,,0.000190067,,
59,1060207,,,0.000130046,,
60,1166221,,,4.0014e-05,,
61,1272232,,,3.00105e-05,,
62,1378246,,,2.0007e-05,,
63,1484260,,,0.0,,
64,1590274,,,0.0,,
65,1696286,,,0.0,,
66,1802299,,,0.0,,
67,1908310,,,0.0,,
68,2014324,,,0.0,,
69,2120336,,,0.0,,
70,2226351,,,0.0,,
71,2332364,,,0.0,,
72,2438376,,,0.0,,
73,2544388,,,0.0,,
74,2650399,,,0.0,,
75,93431,,,,0.412444,
76,186788,,,,0.189316,
77,280144,,,,0.0875206,
78,373498,,,,0.0413545,
79,466851,,,,0.0187566,
80,560207,,,,0.00925324,
81,653560,,,,0.00422148,
82,746916,,,,0.00182064,
83,840271,,,,0.000950333,
84,933628,,,,0.000530186,
85,1026981,,,,0.000210074,
86,1120337,,,,0.000120042,
87,1213692,,,,4.0014e-05,
88,1307044,,,,3.00105e-05,
89,1400403,,,,1.00035e-05,
90,1493756,,,,0.0,
91,1587112,,,,0.0,
92,1680466,,,,0.0,
93,1773822,,,,0.0,
94,1867178,,,,0.0,
95,1960530,,,,0.0,
96,2053887,,,,0.0,
97,2147243,,,,0.0,
98,2240597,,,,0.0,
99,2333950,,,,0.0,
