,Memory usage,FPR Prefix-BF,Multi-Prefix-BF (p=0.0),Multi-Prefix-BF (p=0.3),Multi-Prefix-BF (p=0.5),Multi-Prefix-BF (p=0.7)
0,92754,0.0830875,,,,0.0830875
1,185419,0.0077807,,,,0.0077807
2,278084,0.00100009,,,,0.00100009
3,370751,0.000200018,,,,0.000200018
4,463418,3.00027e-05,,,,3.00027e-05
5,556079,4.00036e-05,,,,4.00036e-05
6,648747,0.0,,,,0.0
7,741409,2.00018e-05,,,,2.00018e-05
8,834077,1.00009e-05,,,,1.00009e-05
9,926744,0.0,,,,0.0
10,1019410,0.0,,,,0.0
11,1112070,0.0,,,,0.0
12,1204738,0.0,,,,0.0
13,1297404,0.0,,,,0.0
14,1390070,1.00009e-05,,,,1.00009e-05
15,1482734,0.0,,,,0.0
16,1575399,0.0,,,,0.0
17,1668064,0.0,,,,0.0
18,1760733,0.0,,,,0.0
19,1853395,0.0,,,,0.0
20,1946062,0.0,,,,0.0
21,2038727,0.0,,,,0.0
22,2131389,0.0,,,,0.0
23,2224052,0.0,,,,0.0
24,2316723,0.0,,,,0.0
25,125089,,0.0594554,,,
26,250090,,0.00409037,,,
27,375091,,0.000490044,,,
28,500089,,9.00081e-05,,,
29,625088,,2.00018e-05,,,
30,750091,,1.00009e-05,,,
31,875089,,0.0,,,
32,1000090,,1.00009e-05,,,
33,1125091,,1.00009e-05,,,
34,1250089,,0.0,,,
35,1375093,,1.00009e-05,,,
36,1500089,,0.0,,,
37,1625090,,0.0,,,
38,1750088,,0.0,,,
39,1875089,,0.0,,,
40,2000091,,0.0,,,
41,2125090,,0.0,,,
42,2250089,,0.0,,,
43,2375091,,0.0,,,
44,2500090,,0.0,,,
45,2625089,,0.0,,,
46,2750092,,0.0,,,
47,2875091,,0.0,,,
48,3000092,,0.0,,,
49,3125088,,0.0,,,
50,111232,,,0.0678961,,
51,222373,,,0.00536048,,
52,333516,,,0.000690062,,
53,444660,,,0.000140013,,
54,555803,,,6.00054e-05,,
55,666945,,,3.00027e-05,,
56,778085,,,0.0,,
57,889229,,,0.0,,
58,1000371,,,0.0,,
59,1111512,,,0.0,,
60,1222650,,,0.0,,
61,1333798,,,0.0,,
62,1444939,,,0.0,,
63,1556081,,,0.0,,
64,1667227,,,0.0,,
65,1778365,,,0.0,,
66,1889508,,,0.0,,
67,2000650,,,0.0,,
68,2111795,,,0.0,,
69,2222934,,,0.0,,
70,2334077,,,0.0,,
71,2445219,,,0.0,,
72,2556364,,,0.0,,
73,2667504,,,0.0,,
74,2778649,,,0.0,,
75,101992,,,,0.0758068,
76,203894,,,,0.00640058,
77,305800,,,,0.000710064,
78,407701,,,,0.000120011,
79,509608,,,,8.00072e-05,
80,611512,,,,2.00018e-05,
81,713416,,,,0.0,
82,815318,,,,0.0,
83,917223,,,,0.0,
84,1019125,,,,0.0,
85,1121032,,,,0.0,
86,1222936,,,,0.0,
87,1324837,,,,0.0,
88,1426740,,,,0.0,
89,1528644,,,,0.0,
90,1630548,,,,0.0,
91,1732453,,,,0.0,
92,1834357,,,,0.0,
93,1936261,,,,0.0,
94,2038162,,,,0.0,
95,2140068,,,,0.0,
96,2241973,,,,0.0,
97,2343878,,,,0.0,
98,2445780,,,,0.0,
99,2547684,,,,0.0,
