,Memory usage,FPR Prefix-BF,Multi-Prefix-BF (p=0.0),Multi-Prefix-BF (p=0.3),Multi-Prefix-BF (p=0.5),Multi-Prefix-BF (p=0.7)
0,81346,0.225532,,,,0.225532
1,162618,0.0533437,,,,0.0533437
2,243891,0.0168927,,,,0.0168927
3,325162,0.00648243,,,,0.00648243
4,406433,0.00333209,,,,0.00333209
5,487707,0.00205984,,,,0.00205984
6,568978,0.0010905,,,,0.0010905
7,650252,0.00076739,,,,0.00076739
8,731519,0.000514959,,,,0.000514959
9,812793,0.000151459,,,,0.000151459
10,894064,9.08751e-05,,,,9.08751e-05
11,975338,0.000121167,,,,0.000121167
12,1056610,5.04862e-05,,,,5.04862e-05
13,1137881,3.02917e-05,,,,3.02917e-05
14,1219155,4.03889e-05,,,,4.03889e-05
15,1300425,1.00972e-05,,,,1.00972e-05
16,1381697,2.01945e-05,,,,2.01945e-05
17,1462968,1.00972e-05,,,,1.00972e-05
18,1544241,0.0,,,,0.0
19,1625514,0.0,,,,0.0
20,1706784,0.0,,,,0.0
21,1788057,0.0,,,,0.0
22,1869328,0.0,,,,0.0
23,1950601,0.0,,,,0.0
24,2031872,0.0,,,,0.0
25,125076,,0.0794552,,,
26,250074,,0.013399,,,
27,375073,,0.00443269,,,
28,500073,,0.00168624,,,
29,625074,,0.000838071,,,
30,750078,,0.000434181,,,
31,875075,,0.000171653,,,
32,1000074,,4.03889e-05,,,
33,1125077,,6.05834e-05,,,
34,1250076,,0.0,,,
35,1375077,,3.02917e-05,,,
36,1500077,,1.00972e-05,,,
37,1625078,,0.0,,,
38,1750076,,0.0,,,
39,1875075,,0.0,,,
40,2000075,,0.0,,,
41,2125077,,0.0,,,
42,2250078,,0.0,,,
43,2375075,,0.0,,,
44,2500073,,0.0,,,
45,2625077,,0.0,,,
46,2750075,,0.0,,,
47,2875074,,0.0,,,
48,3000076,,0.0,,,
49,3125075,,0.0,,,
50,106335,,,0.115805,,
51,212595,,,0.0215475,,
52,318853,,,0.00735079,,
53,425113,,,0.00302917,,
54,531371,,,0.00128235,,
55,637630,,,0.000727001,,
56,743889,,,0.000434181,,
57,850153,,,0.000201945,,
58,956408,,,0.00011107,,
59,1062669,,,4.03889e-05,,
60,1168929,,,9.08751e-05,,
61,1275189,,,0.0,,
62,1381445,,,0.0,,
63,1487708,,,0.0,,
64,1593966,,,0.0,,
65,1700228,,,0.0,,
66,1806486,,,1.00972e-05,,
67,1912744,,,0.0,,
68,2019002,,,0.0,,
69,2125261,,,0.0,,
70,2231519,,,0.0,,
71,2337779,,,0.0,,
72,2444040,,,0.0,,
73,2550298,,,0.0,,
74,2656560,,,0.0,,
75,93840,,,,0.158537,
76,187606,,,,0.033957,
77,281373,,,,0.00989529,
78,375136,,,,0.00445288,
79,468901,,,,0.00244353,
80,562668,,,,0.00112079,
81,656433,,,,0.000747195,
82,750198,,,,0.000343306,
83,843967,,,,0.000121167,
84,937730,,,,0.000131264,
85,1031496,,,,5.04862e-05,
86,1125264,,,,2.01945e-05,
87,1219028,,,,3.02917e-05,
88,1312793,,,,2.01945e-05,
89,1406558,,,,1.00972e-05,
90,1500323,,,,1.00972e-05,
91,1594091,,,,1.00972e-05,
92,1687857,,,,0.0,
93,1781623,,,,0.0,
94,1875385,,,,0.0,
95,1969150,,,,0.0,
96,2062917,,,,0.0,
97,2156685,,,,0.0,
98,2250452,,,,0.0,
99,2344215,,,,0.0,
