,Memory usage,FPR Prefix-BF,FPR Prefix-BF+Doubting,FPR Prefix-QF,FPR Prefix-QF+Doubting,FPR SuRFReal
0,125002,0.48022,0.48022,,,
1,250002,0.230625,0.230625,,,
2,375002,0.11003,0.11003,,,
3,500002,0.0518971,0.0518971,,,
4,625002,0.025834,0.025834,,,
5,750002,0.0125672,0.0125672,,,
6,875002,0.00628362,0.00628362,,,
7,1000002,0.00274984,0.00274984,,,
8,1125002,0.00137492,0.00137492,,,
9,1250002,0.000603034,0.000603034,,,
10,1375002,0.000361821,0.000361821,,,
11,1500002,0.000132668,0.000132668,,,
12,1625002,1.20607e-05,1.20607e-05,,,
13,1750002,2.41214e-05,2.41214e-05,,,
14,1875002,0.0,0.0,,,
15,2000002,2.41214e-05,2.41214e-05,,,
16,2125002,1.20607e-05,1.20607e-05,,,
17,2250002,0.0,0.0,,,
18,2375002,0.0,0.0,,,
19,2500002,0.0,0.0,,,
20,2625002,0.0,0.0,,,
21,2750002,0.0,0.0,,,
22,2875002,0.0,0.0,,,
23,3000002,0.0,0.0,,,
24,3125002,0.0,0.0,,,
25,524288,,,0.265938,0.265938,
26,655360,,,0.142051,0.142051,
27,786432,,,0.0733772,0.0733772,
28,917504,,,0.0371107,0.0371107,
29,1048576,,,0.0188267,0.0188267,
30,1179648,,,0.00911788,0.00911788,
31,1310720,,,0.00442627,0.00442627,
32,1441792,,,0.00231565,0.00231565,
33,1572864,,,0.00115783,0.00115783,
34,1703936,,,0.000639217,0.000639217,
35,1835008,,,0.000337699,0.000337699,
36,1966080,,,0.000253274,0.000253274,
37,211393,,,,,0.729841
38,223897,,,,,0.729841
39,274040,,,,,0.703705
40,286536,,,,,0.703705
41,299040,,,,,0.647104
42,311544,,,,,0.619015
43,324040,,,,,0.604023
44,336544,,,,,0.596136
45,349040,,,,,0.592252
