0000021290;0000021337
00000803965;00000803973
0000291;0000332
0000391090;0000391127
0000485104;0000485142
0000492184;0000492222
00007019;00007021
00011820;00011825
00012446228;00012446251
00017053;00017089
00018257875;00018257916
0002725683;0002725727
000306;000347
000349136;000349154
0003729872;0003729881
0004166;0004185
000420881;000420886
000463206;000463237
00047765;00047810
0004827;0004876
000486906;000486928
0004999729;0004999740
0005083;0005094
000569257;000569276
000628;000632
000654985503;000654985520
00066248944;00066248967
000663388;000663406
000668951;000668962
00069063400;00069063417
00071034;00071039
0007314500;0007314516
00073358583;00073358621
0007402;0007409
0007456890;0007456894
00075553;00075602
00080103084;00080103088
00081031544;00081031574
00083896060;00083896075
0008459436;0008459464
000982879;000982917
00102661585;00102661589
0010301374;0010301379
0010404879;0010404887
0010409392;0010409423
0010558157;0010558197
00107358333;00107358361
001092981;001093024
001178661;001178672
0011820511;0011820537
00122557955;00122557987
001226575097;001226575104
001274092714;001274092741
001334;001365
00133849;00133884
00134541;00134546
0013503;0013522
00141827113;00141827162
0014253;0014273
001442474675;001442474720
0014580131;0014580169
001491405;001491449
00156316768;00156316773
001581624;001581660
001613225840;001613225849
00162356801;00162356807
001631212;001631232
00165926693;00165926723
0016628534;0016628551
0017452727;0017452763
001805567;001805589
0018622;0018625
0018811690;0018811720
00191715;00191734
001942596;001942598
0019496;0019518
00194999;00195046
0019570;0019584
001990691;001990714
002016787;002016805
00205403164;00205403205
00205564;00205603
0020896433;0020896480
002132032;002132076
00215438;00215482
00216875651;00216875692
002222563;002222596
00226968769;00226968783
0023185019;0023185047
00231922;00231925
0023262479;0023262484
002361700;002361735
002371;002386
0023815512;0023815524
0023896546;0023896592
0023951551;0023951559
00247708766;00247708806
00247813;00247818
002479149;002479165
0025306;0025340
002550457;002550476
002558739204;002558739211
002565517947;002565517970
0025672;0025684
0025960492;0025960499
00260775684;00260775710
00262349321;00262349349
0026255114;0026255146
00264752260;00264752271
0026614167;0026614203
00268072755;00268072766
002696550;002696555
0027213235;0027213238
00273007752;00273007755
