015627038079140;015627038079164
017840437682984;017840437683011
021001204331972;021001204331994
021009747423430;021009747423460
021044927380163;021044927380188
021056837508448;021056837508478
021060617606277;021060617606303
021140349275080;021140349275107
021148778819092;021148778819120
021150509444642;021150509444658
021153152148854;021153152148882
021153316833459;021153316833488
021153321937277;021153321937308
021157712863615;021157712863632
021736288260767;021736288260798
021739284906892;021739284906920
021742398333953;021742398333980
021795466868879;021795466868901
021796313344642;021796313344666
021903342931519;021903342931535
021905635264923;021905635264952
021954700730826;021954700730850
022451220237941;022451220237961
022451556181038;022451556181068
022461221945660;022461221945685
022853834986316;022853834986342
023101046447000;023101046447018
023119610320742;023119610320758
023126453825589;023126453825613
023137391983157;023137391983182
023310474888343;023310474888373
023315013674014;023315013674040
023315049003505;023315049003521
023315060742197;023315060742214
023315094817649;023315094817672
023330242412838;023330242412856
023330242490616;023330242490645
023330318269482;023330318269502
023330321403701;023330321403720
023330396521509;023330396521538
023330621822408;023330621822430
023330649667507;023330649667535
023331741838585;023331741838609
023332781831616;023332781831637
023336158817613;023336158817637
023336174426125;023336174426156
023336764920182;023336764920202
023338851810841;023338851810864
023340652151601;023340652151627
023340773452335;023340773452353
023340888177026;023340888177057
023340968648713;023340968648742
023340968719318;023340968719339
023341037167148;023341037167179
023341049268079;023341049268095
023341630458335;023341630458362
023343050307680;023343050307709
023343073423095;023343073423120
023343074477200;023343074477226
023343094729703;023343094729734
023343341703836;023343341703867
023343901199383;023343901199410
023343928135175;023343928135197
023344837911839;023344837911867
023344994822139;023344994822163
023372237824688;023372237824708
023372496660982;023372496661002
023381055336526;023381055336551
023381065141330;023381065141350
023381065610067;023381065610097
023381065672255;023381065672273
023381065965209;023381065965235
023381158036101;023381158036129
023381308201565;023381308201591
023384270369872;023384270369903
023384278368779;023384278368805
023384332450120;023384332450139
023387155362918;023387155362938
023387196360366;023387196360397
023387197206696;023387197206725
023387258516480;023387258516502
023389270509702;023389270509718
023389494106495;023389494106515
023402851688846;023402851688870
023496059837077;023496059837095
023601296601913;023601296601931
023601827728898;023601827728928
023602000937458;023602000937476
023602206305218;023602206305245
023606505966549;023606505966576
023621225298137;023621225298165
023621995997912;023621995997941
023627883776380;023627883776397
023641297993564;023641297993587
023641337000589;023641337000617
