3037542775428913197;3037542775428913210
295084001911965;295084001911979
573336069851827;573336069851842
840416096875792;840416096875805
845230281218375;845230281218389
840416096915715;840416096915729
827199371783597;827199371783609
827190210520003;827190210520011
845212157776906;845212157776921
303756169206540;303756169206554
858237220638441;858237220638449
832815396006956;832815396006965
842929521173277;842929521173292
848310623184656;848310623184667
8401089958814541765;8401089958814541773
84010841457420783;84010841457420797
840108995334245;840108995334258
840124089676560;840124089676574
185179465836427;185179465836442
840141507801341;840141507801356
840415659995499;840415659995514
843926680777915;843926680777927
553812570885549;553812570885560
840141572948826;840141572948835
853912785470200;853912785470212
846733353845838;846733353845850
843926722180319;843926722180329
840102975479180;840102975479190
8406533982629577;8406533982629587
840141549072432;840141549072441
840108534697948;840108534697960
303754274256529;303754274256539
543662575708132;543662575708147
845203665720999;845203665721010
303754277542852;303754277542864
845695732166848;845695732166859
283444825951599;283444825951607
827231402667855;827231402667864
832815779748059;832815779748071
840993386335306;840993386335318
854423589640554;854423589640569
853302580423994;853302580424009
840109072603526;840109072603537
303754276217375;303754276217390
832104317807124;832104317807136
840459517139730;840459517139744
840108416558046;840108416558057
840623445089818;840623445089830
853008930496216;853008930496231
848912857392690;848912857392698
840199102820680;840199102820691
384267828502114;384267828502129
840108991970378;840108991970391
853302880483769;853302880483782
840104467544858;840104467544870
405040337892502;405040337892517
840156114485768;840156114485779
858240403780064;858240403780072
876635284266797;876635284266805
803019795413723;803019795413734
850518533055727;850518533055740
840108995780799;840108995780810
650030819534349;650030819534361
859697246448093;859697246448108
199336130837445;199336130837460
84014157059342677;84014157059342689
840160826076254;840160826076265
840807976494834;840807976494847
840113374639029;840113374639038
303754245137744;303754245137757
8328157746303602;8328157746303610
842045400220713;842045400220726
8401067319358906;8401067319358916
840108922584890;840108922584903
840108995348595838172391;840108995348595838172400
840108995374942;840108995374955
848302416804383;848302416804395
840107507787895;840107507787910
131325760029095;131325760029109
840108123302090;840108123302105
840108513101410;840108513101418
893921437100656;893921437100669
845211094921102;845211094921116
848302081457049;848302081457058
827199364132177;827199364132190
841599962292827;841599962292838
840416313913251;840416313913263
403991602046439;403991602046454
840108914089217;840108914089227
840993601264466;840993601264474
115516771478301;115516771478312
653536145649958;653536145649969
877346836225680;877346836225693
840108882999777;840108882999787
853375788386532;853375788386547
842929457800192;842929457800202
840108991442002;840108991442014
085326227738205;085326227738220
650654773413944;650654773413954
827199021410397;827199021410410
849287365260915;849287365260923
864345268931123;864345268931132
303143227780472;303143227780487
657571221646066;657571221646081
8466118725478112;8466118725478120
573389719876333;573389719876343
306230318658067;306230318658079
848302995292612;848302995292626
884595008236899;884595008236913
885508518527022;885508518527030
302004699982929;302004699982937
84010899534859529;84010899534859537
84010899534859583817266168349;84010899534859583817266168361
848302737013496;848302737013506
842935164477497;842935164477505
840106738313161;840106738313174
283460766255333;283460766255342
840105919996134;840105919996148
3037542775428910;3037542775428919
303984346184482;303984346184496
812367483422522;812367483422530
840108414582388;840108414582401
803012914423355;803012914423365
840103314067779;840103314067788
84010899573607636;84010899573607649
300888087242430;300888087242445
840186514947383;840186514947395
848304178662623;848304178662631
848300283803095;848300283803106
840995533966897;840995533966912
840108539807392;840108539807404
846611872529298;846611872529307
840416340764874;840416340764882
84010899534891811;84010899534891823
081590660310089;081590660310104
840416915052447;840416915052456
8401865089001984;8401865089001997
841973452260056;841973452260068
847605420991565;847605420991578
085615087902511;085615087902520
848377646889822;848377646889834
840108995881041;840108995881053
848912857196039;848912857196049
573389979018189;573389979018200
729731387541698;729731387541710
84010899534375875094;84010899534375875105
832939499720214;832939499720227
840108414131890;840108414131900
840108995371772;840108995371784
286567997478262;286567997478274
840108995314410;840108995314422
853302580668348;853302580668362
875810440824717;875810440824729
876635284486676;876635284486689
884596864974685;884596864974696
848335062491469;848335062491479
303754277847816;303754277847829
840108931226282;840108931226294
185898211145876;185898211145889
840108944380645;840108944380660
832843037509500;832843037509513
579462699210564;579462699210574
573389979016266;573389979016280
840653393220482;840653393220497
840108995360644;840108995360653
840124597761599;840124597761612
979667780598545;979667780598559
840414716902797;840414716902805
451210020897035;451210020897045
848302987608042;848302987608057
864267522039243;864267522039252
840108946910691;840108946910699
840199114515480;840199114515493
840103302432420;840103302432428
840134567033859;840134567033869
840156143299841;840156143299856
357546578049715;357546578049727
846733358485600;846733358485608
840108842704702;840108842704714
333247651976436;333247651976449
840109182928342;840109182928355
308258741350569;308258741350579
840342230781948;840342230781957
845212157486161;845212157486170
303711521260571;303711521260586
283454973465995;283454973466004
840108988450459;840108988450473
893924498435551;893924498435565
84010899534858496;84010899534858504
853718865412153;853718865412162
8883355157533158;8883355157533170
843926961073971;843926961073983
846618730282344;846618730282359
840105685297676;840105685297685
840106731970346;840106731970356
840416313057674;840416313057689
840108997743260;840108997743274
247499055164368;247499055164376
180090113957554;180090113957562
84010899534830132;84010899534830144
092899225446311;092899225446320
840102903925749;840102903925759
847453977630113;847453977630122
848300224163564;848300224163579
832296774418516;832296774418524
803235890358761;803235890358771
185802092028435;185802092028449
185801989495173;185801989495184
304714555077114;304714555077123
631775925381777;631775925381792
832815774441036;832815774441046
583014091598028;583014091598043
840108956900904;840108956900918
303754276290573;303754276290583
845216409984502;845216409984513
8483029952210952;8483029952210961
319912876816168;319912876816177
840109184490261;840109184490272
853302905063087;853302905063095
84010899534958370;84010899534958380
333271749681976;333271749681984
840653396867403;840653396867411
451290082680649;451290082680662
840102976835199;840102976835210
860992528146810;860992528146821
901089661349726;901089661349734
845230281218853;845230281218862
840117738224784160;840117738224784171
840108995732050;840108995732058
573299286458852;573299286458863
303353541988576;303353541988586
283619094739477;283619094739492
844450365976326;844450365976335
583013904478591;583013904478604
303746867520849;303746867520857
853302580465047;853302580465058
840108527568020;840108527568033
846641599224210;846641599224225
832815787539961;832815787539973
840124536403680;840124536403694
650038425098662;650038425098674
901577663109510;901577663109518
840862140085225;840862140085239
356317207047929;356317207047943
842929525083158;842929525083173
8401067319703979;8401067319703988
815629687982254;815629687982267
1858029242740817;1858029242740830
840108995371705;840108995371716
840108996594638;840108996594651
875609119218823;875609119218831
848335866266733;848335866266745
8401415727031295;8401415727031303
840108414571238;840108414571250
840141943613531;840141943613546
901746108901493;901746108901502
840420700682077;840420700682086
840230553635195;840230553635206
840100683759218;840100683759227
300015746262384;300015746262395
853602446047590;853602446047603
840108788095077;840108788095092
840108946773640;840108946773654
848407237181648;848407237181662
853306757197028;853306757197042
591653522320117;591653522320125
84010899534853157;84010899534853170
840103315409039;840103315409048
837576135572923;837576135572935
840108935546440;840108935546453
841971146512374;841971146512387
072376141064878;072376141064893
818878378112089;818878378112101
84010899588145823;84010899588145832
