0002201190118520;0002201190118522
0002201190118522;0002201190118525
0011176230782670;0011176230782672
0011176230782671;0011176230782673
0011196978460102;0011196978460104
0011920116477222;0011920116477224
0011920116477223;0011920116477226
0011964719590353;0011964719590355
0011965141080290;0011965141080292
0011965141080292;0011965141080294
0012476131370482;0012476131370485
0012542167433612;0012542167433615
0012550153716662;0012550153716665
0013425150576680;0013425150576683
0013425150576683;0013425150576686
0015062536048962;0015062536048964
0015062536048963;0015062536048965
0015285385359100;0015285385359102
0015285385359103;0015285385359105
0015379169149982;0015379169149984
0015379169149983;0015379169149986
0015710093961180;0015710093961182
0015710093961181;0015710093961184
0015755145403080;0015755145403083
0015755145403081;0015755145403084
0015755145403082;0015755145403085
0015791119670720;0015791119670722
0015791119670723;0015791119670726
0015840269261720;0015840269261723
0015844780198690;0015844780198693
0015844780198691;0015844780198694
0015844780198692;0015844780198695
0015845042375112;0015845042375115
0015845151689190;0015845151689193
0015845151689191;0015845151689193
0015845151689192;0015845151689195
0015866360519542;0015866360519544
0015866360519543;0015866360519546
0015883720985252;0015883720985254
0015883720985253;0015883720985256
0016017724377551;0016017724377553
0016017724377552;0016017724377555
0016017724377553;0016017724377556
0016305591838080;0016305591838083
0016305591838083;0016305591838086
0016322830349962;0016322830349964
0016322830349963;0016322830349966
0016325118243993;0016325118243995
0016325144725981;0016325144725983
0016325144725983;0016325144725986
0016325156389880;0016325156389882
0016325156389881;0016325156389883
0016325156389882;0016325156389885
0016328742094390;0016328742094393
0016328742094391;0016328742094394
0016328742094393;0016328742094395
0016330084371622;0016330084371624
0016330084371623;0016330084371625
0016332436722343;0016332436722345
0016337523068620;0016337523068622
0016337523068621;0016337523068624
0016360565479522;0016360565479524
0016360565479523;0016360565479525
0016361058513310;0016361058513313
0016361058513311;0016361058513313
0016361058513312;0016361058513315
0016361927845882;0016361927845885
0016361927845883;0016361927845885
0016428484960682;0016428484960685
0016428484960683;0016428484960685
0016550403222670;0016550403222672
0016550403222671;0016550403222673
0016710195694570;0016710195694572
0016710195694573;0016710195694575
0016713655894810;0016713655894813
0016726423865220;0016726423865222
0016726423865223;0016726423865225
0016802492873700;0016802492873702
0016802492873701;0016802492873703
0016920492390081;0016920492390083
0016920492390082;0016920492390084
0016920492390083;0016920492390085
0016979418973450;0016979418973453
0016979418973451;0016979418973453
0016979418973452;0016979418973455
0016979418973453;0016979418973455
0016987402504060;0016987402504063
0016987402504061;0016987402504064
0016987402504063;0016987402504066
0016998397073181;0016998397073183
0016998397073182;0016998397073185
0019416593411470;0019416593411472
0019416593411472;0019416593411475
0020709643346350;0020709643346352
0020709643346351;0020709643346354
0020709643346352;0020709643346354
0020709643346353;0020709643346355
0024655619919140;0024655619919143
0024655619919143;0024655619919145
0024717514993990;0024717514993992
0024717514993992;0024717514993994
0024717514993993;0024717514993996
0027495356377500;0027495356377503
0027495356377503;0027495356377505
0028731710883562;0028731710883564
0028731710883563;0028731710883566
0030183809611170;0030183809611172
0030183809611172;0030183809611175
0030183809611173;0030183809611175
0030214776853300;0030214776853303
0030214776853302;0030214776853305
0030221516455790;0030221516455793
0030221516455793;0030221516455795
0030254068015453;0030254068015455
0030270196319910;0030270196319913
0030270196319911;0030270196319914
0030576327864260;0030576327864263
0030576327864262;0030576327864265
0030576327864263;0030576327864266
0030586156360891;0030586156360893
0032131934845091;0032131934845093
0033182657511042;0033182657511044
0033187479897260;0033187479897262
0033187479897263;0033187479897266
0033338285703332;0033338285703334
0033338285703333;0033338285703336
