,Memory usage,FPR Prefix-BF,FPR Prefix-BF+Doubting,FPR Prefix-QF,FPR Prefix-QF+Doubting
0,625002,0.0241702,0.0,,
1,750002,0.0118401,0.0,,
2,875002,0.00567006,0.0,,
3,1000002,0.00267003,0.0,,
4,1125002,0.00115001,0.0,,
5,1250002,0.000630006,0.0,,
6,1375002,0.000310003,0.0,,
7,1500002,0.000130001,0.0,,
8,1625002,0.000110001,0.0,,
9,1750002,1.00001e-05,0.0,,
10,1875002,2.00002e-05,0.0,,
11,2000002,1.00001e-05,0.0,,
12,2125002,0.0,0.0,,
13,2250002,0.0,0.0,,
14,2375002,0.0,0.0,,
15,2500002,0.0,0.0,,
16,2625002,0.0,0.0,,
17,2750002,0.0,0.0,,
18,2875002,0.0,0.0,,
19,3000002,0.0,0.0,,
20,3125002,0.0,0.0,,
21,1310720,,,0.0736707,1.00001e-05
22,1572864,,,0.0381204,0.0
23,1835008,,,0.0197702,0.0
24,2097152,,,0.0104801,0.0
25,2359296,,,0.00506005,0.0
26,2621440,,,0.00250003,0.0
27,2883584,,,0.00117001,0.0
28,3145728,,,0.000670007,0.0
29,3407872,,,0.000320003,0.0
30,3670016,,,0.000220002,0.0
31,3932160,,,0.000120001,0.0
